claim_id,product_id,product_category,product_brand,product_model,product_serial,purchase_date,purchase_price,retailer,invoice_number,warranty_start_date,warranty_expiry_date,warranty_duration_months,product_age_days,remaining_warranty_days,is_extended_warranty,fault_occurrence_date,fault_category,fault_description,damage_type,has_receipt,has_warranty_card,has_damage_photo,has_serial_photo,has_repair_report,missing_document_count,serial_number_match,previous_repairs_count,unauthorized_repair_flag,claim_date_conflict_flag,claim_class
CLM-01474,PRD-01474,Industrial & Automotive Tools,ApexIndustrial,TitanPressure 3000PSI Commercial,SN-APE-1868830,2025-06-23,727.05,Industrial Supply Direct,INV-2026-12556,2025-06-23,2027-06-13,24,454,266,0,2026-09-18,Armature burning,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00510,PRD-00510,Consumer Electronics,VividDisplay,ApexBook Air 14,SN-VIV-3743996,2026-02-20,1822.71,Industrial Supply Direct,INV-2024-74868,2026-02-20,2027-02-15,12,212,148,0,2026-09-10,Speaker malfunction,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00012,PRD-00012,Home Appliances,CleanCycle,KitchenPro Grill 25L,SN-CLE-9683481,2023-05-05,1021.38,Electronics Hub Metro,INV-2024-18392,2023-05-05,2027-04-14,48,1234,206,1,2026-09-01,Motor burnout,Reported genuine hardware failure: Motor burnout under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00384,PRD-00384,Consumer Electronics,ApexTech,NovaPhone 12 Pro,SN-APE-6855581,2026-05-24,283.46,TechMegaStore Downtown,INV-2026-85771,2026-05-24,2028-05-13,24,119,601,0,2026-09-17,Screen flickering,Reported genuine hardware failure: Screen flickering under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00546,PRD-00546,Industrial & Automotive Tools,TitanPower,IronForge TwinPiston 100L,SN-TIT-7855503,2026-04-13,275.89,National Appliance Depot,INV-2026-47957,2026-04-13,2028-04-02,24,160,560,0,2026-09-07,Unlubricated operation,Physical inspection reveals clear Unlubricated operation violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-01060,PRD-01060,Industrial & Automotive Tools,MegaWrench,TorqueGrinder 1500W,SN-MEG-2644281,2026-05-24,635.11,Prime Retail Express,INV-2026-56013,2026-05-24,2030-05-03,48,119,1321,1,2026-09-11,Armature burning,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,2,0,0,Manual Review
CLM-00671,PRD-00671,Home Appliances,CleanCycle,AeroBreeze DualCool 2.0T,SN-CLE-2386047,2025-10-28,1516.44,Electronics Hub Metro,INV-2026-29987,2025-10-28,2027-10-18,24,327,393,0,2026-09-15,Rust and environmental corrosion,Physical inspection reveals clear Rust and environmental corrosion violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00694,PRD-00694,Industrial & Automotive Tools,TorqueMaster,IronForge TwinPiston 100L,SN-TOR-6059400,2024-10-13,867.47,National Appliance Depot,INV-2025-23621,2024-10-13,2027-09-28,36,707,373,0,2026-09-13,Gearbox seizure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00129,PRD-00129,Home Appliances,CleanCycle,CleanCycle FrontLoad 8kg,SN-CLE-9635649,2025-03-22,1045.9,National Appliance Depot,INV-2025-13037,2025-03-22,2027-03-12,24,547,173,0,2026-09-04,Motor burnout,Reported genuine hardware failure: Motor burnout under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00693,PRD-00693,Home Appliances,KitchenPro,AeroBreeze Inverter 1.5T,SN-KIT-6598972,2025-05-30,488.36,TechMegaStore Downtown,INV-2024-89233,2025-05-30,2027-05-20,24,478,242,0,2026-09-02,Rust and environmental corrosion,Physical inspection reveals clear Rust and environmental corrosion violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00360,PRD-00360,Consumer Electronics,QuantumCompute,QuantumBook Ultra 15,SN-QUA-1908116,2025-12-07,900.0,TechMegaStore Downtown,INV-2025-80769,2025-12-07,2026-12-02,12,287,73,0,2026-08-27,Motherboard failure,Reported genuine hardware failure: Motherboard failure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,1,0,0,Valid Claim
CLM-00817,PRD-00817,Home Appliances,KitchenPro,KitchenPro Convection 30L,SN-KIT-9291304,2026-04-10,1311.21,Electronics Hub Metro,INV-2024-69515,2026-04-10,2028-03-30,24,163,557,0,2026-09-05,Rust and environmental corrosion,Physical inspection reveals clear Rust and environmental corrosion violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00438,PRD-00438,Industrial & Automotive Tools,TitanPower,TitanAir 50L Heavy Duty,SN-TIT-9137979,2026-01-30,741.14,TechMegaStore Downtown,INV-2024-68303,2026-01-30,2029-01-14,36,233,847,0,2026-08-26,Gearbox seizure,Reported genuine hardware failure: Gearbox seizure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00899,PRD-00899,Industrial & Automotive Tools,ApexIndustrial,TitanAir 50L Heavy Duty,SN-APE-4351841,2025-05-08,520.13,National Appliance Depot,INV-2024-14048,2025-05-08,2027-04-28,24,500,220,0,2026-09-15,Trigger switch failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00902,PRD-00902,Home Appliances,ThermaPure,KitchenPro Convection 30L,SN-THE-7701313,2024-06-06,1445.6,Prime Retail Express,INV-2026-95148,2024-06-06,2027-05-22,36,836,244,0,2026-09-17,Compressor failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00853,PRD-00853,Home Appliances,AeroBreeze,FrostGuard 450L Smart,SN-AER-9584989,2025-02-25,1590.58,Industrial Supply Direct,INV-2026-71825,2025-02-25,2028-02-10,36,572,508,0,2026-09-05,Compressor failure,Unit previously opened and tampered with at non-authorized workshop (Downtown Third-Party Repair Stall).,Tampering,1,1,1,1,1,0,1,3,1,0,Invalid Claim
CLM-00206,PRD-00206,Consumer Electronics,VividDisplay,ApexBook Pro 16,SN-VIV-4619565,2025-06-14,290.6,TechMegaStore Downtown,INV-2025-76402,2025-06-14,2027-06-04,24,463,257,0,2026-08-27,Speaker malfunction,Reported genuine hardware failure: Speaker malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,1,0,0,Valid Claim
CLM-00180,PRD-00180,Industrial & Automotive Tools,IronForge,IronGrind 9-inch Industrial,SN-IRO-2425760,2023-01-04,274.77,Electronics Hub Metro,INV-2026-97122,2023-01-04,2026-12-14,48,1355,85,1,2026-08-30,Armature burning,Reported genuine hardware failure: Armature burning under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-01338,PRD-01338,Industrial & Automotive Tools,TorqueMaster,IronForge TwinPiston 100L,SN-TOR-6215275,2026-06-26,1081.58,TechMegaStore Downtown,INV-2024-19269,2026-06-26,2028-06-15,24,86,634,0,2026-06-17,Gearbox seizure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00808,PRD-00808,Industrial & Automotive Tools,ApexIndustrial,MegaWash Pro 2500PSI,SN-APE-4016609,2024-11-04,445.71,National Appliance Depot,INV-2025-74871,2024-11-04,2026-10-25,24,685,35,0,2026-09-13,"Normal consumable wear (brushes, chuck teeth)","Physical inspection reveals clear Normal consumable wear (brushes, chuck teeth) violating warranty coverage terms.",Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00089,PRD-00089,Industrial & Automotive Tools,MegaWrench,TitanDrill 20V HD,SN-MEG-4609330,2024-08-13,581.62,Industrial Supply Direct,INV-2025-30631,2024-08-13,2027-07-29,36,768,312,0,2026-09-08,Trigger switch failure,Reported genuine hardware failure: Trigger switch failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00470,PRD-00470,Industrial & Automotive Tools,TitanPower,TorqueMaster Brushless 18V,SN-TIT-5244844,2024-01-22,198.77,National Appliance Depot,INV-2026-11346,2024-01-22,2027-01-06,36,972,108,1,2026-08-30,Hydraulic pressure seal failure,Reported genuine hardware failure: Hydraulic pressure seal failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00147,PRD-00147,Home Appliances,AeroBreeze,ThermaAir Silent,SN-AER-4676367,2024-09-02,1830.78,Industrial Supply Direct,INV-2024-69634,2024-09-02,2027-08-18,36,748,332,0,2026-09-01,Drum spin malfunction,Reported genuine hardware failure: Drum spin malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00535,PRD-00535,Home Appliances,KitchenPro,CleanCycle FrontLoad 8kg,SN-KIT-8075324,2023-12-21,1558.55,Electronics Hub Metro,INV-2025-64186,2023-12-21,2026-12-05,36,1004,76,0,2026-09-10,Water pump leakage,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00249,PRD-00249,Home Appliances,FrostGuard,FrostGuard Side-by-Side 600L,SN-FRO-3733132,2025-11-19,1665.11,Electronics Hub Metro,INV-2024-94853,2025-11-19,2028-11-03,36,305,775,1,2026-08-29,Drum spin malfunction,Reported genuine hardware failure: Drum spin malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00576,PRD-00576,Consumer Electronics,VividDisplay,ApexBook Air 14,SN-VIV-4278387,2025-04-11,2444.97,Official Brand Store,INV-2024-18965,2025-04-11,2027-04-01,24,527,193,0,2026-09-04,Power surge overvoltage,Physical inspection reveals clear Power surge overvoltage violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00992,PRD-00992,Consumer Electronics,ApexTech,NovaWatch Ultra,SN-APE-9354503,2024-08-13,660.81,Prime Retail Express,INV-2024-71467,2024-08-13,2026-08-03,24,768,0,0,2026-09-08,Screen flickering,Failure: Screen flickering. Note: product warranty expired 48 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-00897,PRD-00897,Industrial & Automotive Tools,ApexIndustrial,TorqueGrinder 1500W,SN-APE-4168795,2026-07-29,880.88,Prime Retail Express,INV-2024-28162,2026-07-29,2028-07-18,24,53,667,0,2026-09-13,Trigger switch failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00056,PRD-00056,Home Appliances,FrostGuard,KitchenPro Grill 25L,SN-FRO-1668752,2026-02-15,1722.08,Official Brand Store,INV-2025-89129,2026-02-15,2030-01-25,48,217,1223,1,2026-09-11,Water pump leakage,Reported genuine hardware failure: Water pump leakage under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-01339,PRD-01339,Industrial & Automotive Tools,TorqueMaster,IronGrind 9-inch Industrial,SN-TOR-2152942,2025-09-10,687.51,National Appliance Depot,INV-2024-57178,2025-09-10,2028-08-25,36,375,705,0,2026-09-16,Chuck bearing breakdown,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-01132,PRD-01132,Consumer Electronics,PixelCraft,QuantumBook Ultra 15,SN-PIX-2954443,2023-10-03,1562.64,Industrial Supply Direct,INV-2025-82559,2023-10-03,2026-09-17,36,1083,0,1,2026-09-18,Battery failure to charge,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-00437,PRD-00437,Home Appliances,FrostGuard,CleanCycle FrontLoad 8kg,SN-FRO-1906432,2024-11-28,1330.78,National Appliance Depot,INV-2024-66973,2024-11-28,2027-11-13,36,661,419,0,2026-09-04,Compressor failure,Reported genuine hardware failure: Compressor failure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00271,PRD-00271,Home Appliances,KitchenPro,ThermaWash Eco,SN-KIT-1915467,2026-03-21,317.63,Electronics Hub Metro,INV-2026-71510,2026-03-21,2030-02-28,48,183,1257,1,2026-09-03,Thermostat failure,Reported genuine hardware failure: Thermostat failure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00057,PRD-00057,Industrial & Automotive Tools,IronForge,IronForge Impact 24V,SN-IRO-1674975,2026-02-17,1026.58,Electronics Hub Metro,INV-2025-78021,2026-02-17,2029-02-01,36,215,865,0,2026-08-31,Chuck bearing breakdown,Reported genuine hardware failure: Chuck bearing breakdown under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00889,PRD-00889,Industrial & Automotive Tools,IronForge,IronForge TwinPiston 100L,SN-IRO-8758476,2026-07-24,837.94,Official Brand Store,INV-2025-22733,2026-07-24,2028-07-13,24,58,662,0,2026-09-08,"Normal consumable wear (brushes, chuck teeth)","Physical inspection reveals clear Normal consumable wear (brushes, chuck teeth) violating warranty coverage terms.",Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00178,PRD-00178,Home Appliances,KitchenPro,AeroBreeze Inverter 1.5T,SN-KIT-4352088,2026-01-19,1246.56,Prime Retail Express,INV-2024-99353,2026-01-19,2028-01-09,24,244,476,0,2026-09-04,Thermostat failure,Reported genuine hardware failure: Thermostat failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00617,PRD-00617,Industrial & Automotive Tools,ApexIndustrial,TitanAir 50L Heavy Duty,SN-APE-3960096,2025-11-06,845.73,National Appliance Depot,INV-2025-85552,2025-11-06,2028-10-21,36,318,762,0,2026-09-03,Abnormal overload beyond specified torque limits,Physical inspection reveals clear Abnormal overload beyond specified torque limits violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00476,PRD-00476,Home Appliances,AeroBreeze,FrostGuard 450L Smart,SN-AER-7623837,2026-01-30,940.0,Prime Retail Express,INV-2024-32114,2026-01-30,2028-01-20,24,233,487,0,2026-09-08,Motor burnout,Reported genuine hardware failure: Motor burnout under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00940,PRD-00940,Industrial & Automotive Tools,TitanPower,IronForge TwinPiston 100L,SN-TIT-7325627,2024-09-07,1025.88,Official Brand Store,INV-2026-32248,2024-09-07,2026-08-28,24,743,0,0,2026-09-04,Hydraulic pressure seal failure,Failure: Hydraulic pressure seal failure. Note: product warranty expired 23 days ago.,Hardware Wear,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00033,PRD-00033,Home Appliances,AeroBreeze,KitchenPro Grill 25L,SN-AER-3475836,2024-05-20,1348.69,TechMegaStore Downtown,INV-2024-65724,2024-05-20,2027-05-05,36,853,227,1,2026-08-27,Electronic PCB failure,Reported genuine hardware failure: Electronic PCB failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00118,PRD-00118,Home Appliances,CleanCycle,AeroBreeze DualCool 2.0T,SN-CLE-2289923,2025-12-09,1217.27,Prime Retail Express,INV-2025-62171,2025-12-09,2028-11-23,36,285,795,0,2026-09-15,Compressor failure,Reported genuine hardware failure: Compressor failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00408,PRD-00408,Consumer Electronics,NovaSound,NovaWatch Ultra,SN-NOV-7452434,2026-04-06,2138.65,National Appliance Depot,INV-2025-30220,2026-04-06,2029-03-21,36,167,913,1,2026-09-18,Screen flickering,Reported genuine hardware failure: Screen flickering under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00682,PRD-00682,Consumer Electronics,VividDisplay,ApexFit Chrono 3,SN-VIV-4696630,2026-07-19,880.64,National Appliance Depot,INV-2026-25611,2026-07-19,2027-07-14,12,63,297,0,2026-09-01,Screen shattering from drops,Physical inspection reveals clear Screen shattering from drops violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00294,PRD-00294,Industrial & Automotive Tools,TitanPower,TitanAir 50L Heavy Duty,SN-TIT-1084386,2026-01-18,807.63,Industrial Supply Direct,INV-2026-81765,2026-01-18,2028-01-08,24,245,475,0,2026-08-26,Gearbox seizure,Reported genuine hardware failure: Gearbox seizure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,1,0,0,Valid Claim
CLM-00823,PRD-00823,Industrial & Automotive Tools,IronForge,MegaWash Pro 2500PSI,SN-IRO-5777999,2024-02-17,339.43,National Appliance Depot,INV-2025-73784,2024-02-17,2027-02-01,36,946,134,0,2026-09-13,Unlubricated operation,Physical inspection reveals clear Unlubricated operation violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00579,PRD-00579,Consumer Electronics,ApexTech,ApexBook Air 14,SN-APE-2932555,2024-09-03,526.52,Industrial Supply Direct,INV-2024-92750,2024-09-03,2026-08-24,24,747,0,0,2026-09-09,Motherboard failure,Failure: Motherboard failure. Note: product warranty expired 27 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-01322,PRD-01322,Industrial & Automotive Tools,IronForge,TorqueGrinder 1500W,SN-IRO-2451929,2026-05-01,964.3,Official Brand Store,INV-2024-46987,2026-05-01,2028-04-20,24,142,578,0,2026-04-14,Trigger switch failure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00336,PRD-00336,Home Appliances,KitchenPro,KitchenPro Convection 30L,SN-KIT-3970181,2024-02-03,1244.33,Industrial Supply Direct,INV-2026-93342,2024-02-03,2027-01-18,36,960,120,0,2026-09-07,Drum spin malfunction,Reported genuine hardware failure: Drum spin malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-01072,PRD-01072,Home Appliances,AeroBreeze,KitchenPro Convection 30L,SN-AER-7269347,2025-12-17,924.24,Prime Retail Express,INV-2024-26688,2025-12-17,2028-12-01,36,277,803,0,2026-09-10,Thermostat failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00181,PRD-00181,Industrial & Automotive Tools,ApexIndustrial,TorqueGrinder 1500W,SN-APE-2777454,2025-08-03,161.13,National Appliance Depot,INV-2024-76935,2025-08-03,2027-07-24,24,413,307,0,2026-09-06,Chuck bearing breakdown,Reported genuine hardware failure: Chuck bearing breakdown under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00644,PRD-00644,Consumer Electronics,PixelCraft,ApexBook Air 14,SN-PIX-2710400,2025-08-12,1759.13,Electronics Hub Metro,INV-2025-65982,2025-08-12,2026-08-07,12,404,0,0,2026-09-04,Speaker malfunction,Failure: Speaker malfunction. Note: product warranty expired 44 days ago.,Hardware Wear,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00890,PRD-00890,Consumer Electronics,PixelCraft,PixelSlate 12,SN-PIX-8728326,2025-01-27,1551.2,Official Brand Store,INV-2026-53090,2025-01-27,2027-01-17,24,601,119,0,2026-09-18,Battery failure to charge,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01458,PRD-01458,Consumer Electronics,NovaSound,ApexFit Chrono 3,SN-NOV-4810750,2024-05-09,606.81,Prime Retail Express,INV-2024-75745,2024-05-09,2027-04-24,36,864,216,1,2026-09-11,Speaker malfunction,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00704,PRD-00704,Industrial & Automotive Tools,TorqueMaster,TorqueGrinder 1500W,SN-TOR-1917238,2023-08-21,1072.84,Official Brand Store,INV-2025-35523,2023-08-21,2026-08-05,36,1126,0,0,2026-09-13,Gearbox seizure,Failure: Gearbox seizure. Note: product warranty expired 46 days ago.,Hardware Wear,1,1,1,1,0,0,1,2,0,0,Invalid Claim
CLM-00119,PRD-00119,Industrial & Automotive Tools,IronForge,IronGrind 9-inch Industrial,SN-IRO-5366937,2025-12-13,958.64,Electronics Hub Metro,INV-2026-47431,2025-12-13,2029-11-22,48,281,1159,1,2026-09-14,Armature burning,Reported genuine hardware failure: Armature burning under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00563,PRD-00563,Industrial & Automotive Tools,TorqueMaster,TitanPressure 3000PSI Commercial,SN-TOR-1141455,2026-07-22,292.48,National Appliance Depot,INV-2024-68271,2026-07-22,2028-07-11,24,60,660,0,2026-09-10,Unlubricated operation,Physical inspection reveals clear Unlubricated operation violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00110,PRD-00110,Industrial & Automotive Tools,IronForge,TitanAir 50L Heavy Duty,SN-IRO-8201433,2026-02-27,150.8,National Appliance Depot,INV-2024-84798,2026-02-27,2030-02-06,48,205,1235,1,2026-09-02,Gearbox seizure,Reported genuine hardware failure: Gearbox seizure under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,1,0,0,Valid Claim
CLM-00340,PRD-00340,Consumer Electronics,NovaSound,ApexBook Pro 16,SN-NOV-5858602,2026-02-10,452.82,Industrial Supply Direct,INV-2026-69345,2026-02-10,2028-01-31,24,222,498,0,2026-09-08,Screen flickering,Reported genuine hardware failure: Screen flickering under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,1,0,0,Valid Claim
CLM-01058,PRD-01058,Consumer Electronics,ApexTech,NovaPhone 12 Pro,SN-APE-2124440,2025-08-25,781.9,TechMegaStore Downtown,INV-2025-56860,2025-08-25,2028-08-09,36,391,689,1,2025-08-08,Battery failure to charge,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00565,PRD-00565,Consumer Electronics,VividDisplay,NovaWatch Ultra,SN-VIV-9394071,2025-04-08,1335.23,Prime Retail Express,INV-2024-96486,2025-04-08,2026-04-03,12,530,0,0,2026-09-11,Bluetooth/Wi-Fi failure,Failure: Bluetooth/Wi-Fi failure. Note: product warranty expired 170 days ago.,Hardware Wear,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-01182,PRD-01182,Industrial & Automotive Tools,ApexIndustrial,TorqueMaster Brushless 18V,SN-APE-2879293,2025-04-15,781.2,Prime Retail Express,INV-2026-11719,2025-04-15,2027-04-05,24,523,197,0,2025-03-26,Gearbox seizure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00574,PRD-00574,Industrial & Automotive Tools,IronForge,IronForge TwinPiston 100L,SN-IRO-8063325,2026-06-27,702.61,Prime Retail Express,INV-2025-34369,2026-06-27,2028-06-16,24,85,635,0,2026-09-17,"Normal consumable wear (brushes, chuck teeth)","Physical inspection reveals clear Normal consumable wear (brushes, chuck teeth) violating warranty coverage terms.",Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00097,PRD-00097,Home Appliances,FrostGuard,ThermaAir Silent,SN-FRO-6904610,2025-08-09,1110.74,National Appliance Depot,INV-2025-69233,2025-08-09,2028-07-24,36,407,673,1,2026-09-09,Compressor failure,Reported genuine hardware failure: Compressor failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-01019,PRD-01019,Home Appliances,CleanCycle,CleanCycle FrontLoad 8kg,SN-CLE-5978127,2025-08-23,1261.49,Prime Retail Express,INV-2026-47408,2025-08-23,2027-08-13,24,393,327,0,2025-08-11,Electronic PCB failure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00747,PRD-00747,Industrial & Automotive Tools,MegaWrench,TorqueMaster Brushless 18V,SN-MEG-2723751,2025-05-02,182.68,TechMegaStore Downtown,INV-2024-28184,2025-05-02,2027-04-22,24,506,214,0,2026-09-14,Hydraulic pressure seal failure,Unit previously opened and tampered with at non-authorized workshop (Local QuickFix Electronics).,Tampering,1,1,1,1,1,0,1,1,1,0,Invalid Claim
CLM-00090,PRD-00090,Consumer Electronics,ApexTech,QuantumPixel 8,SN-APE-2368710,2025-11-15,824.84,Official Brand Store,INV-2025-73656,2025-11-15,2027-11-05,24,309,411,0,2026-09-12,Unresponsive touch panel,Reported genuine hardware failure: Unresponsive touch panel under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00302,PRD-00302,Consumer Electronics,ApexTech,NovaWatch Ultra,SN-APE-5435176,2025-04-28,1048.7,TechMegaStore Downtown,INV-2026-37102,2025-04-28,2027-04-18,24,510,210,0,2026-09-04,Screen flickering,Reported genuine hardware failure: Screen flickering under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,1,0,0,Valid Claim
CLM-00009,PRD-00009,Consumer Electronics,NovaSound,NovaPad Pro 10,SN-NOV-8612220,2025-10-20,206.46,Official Brand Store,INV-2026-44522,2025-10-20,2027-10-10,24,335,385,1,2026-08-29,Unresponsive touch panel,Reported genuine hardware failure: Unresponsive touch panel under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-01272,PRD-01272,Consumer Electronics,PixelCraft,ApexBook Air 14,SN-PIX-9147916,2026-07-18,1732.03,TechMegaStore Downtown,INV-2025-14895,2026-07-18,2027-07-13,12,64,296,0,2026-09-14,Unresponsive touch panel,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00466,PRD-00466,Industrial & Automotive Tools,MegaWrench,MegaWash Pro 2500PSI,SN-MEG-6899361,2024-06-15,1095.81,TechMegaStore Downtown,INV-2024-77917,2024-06-15,2027-05-31,36,827,253,0,2026-09-03,Chuck bearing breakdown,Reported genuine hardware failure: Chuck bearing breakdown under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00353,PRD-00353,Home Appliances,ThermaPure,ThermaCold 320L,SN-THE-9875496,2026-05-10,364.05,TechMegaStore Downtown,INV-2025-20215,2026-05-10,2029-04-24,36,133,947,1,2026-08-26,Motor burnout,Reported genuine hardware failure: Motor burnout under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00773,PRD-00773,Home Appliances,KitchenPro,ThermaWash Eco,SN-KIT-7259766,2026-04-15,502.64,Prime Retail Express,INV-2026-48449,2026-04-15,2028-04-04,24,158,562,0,2026-09-12,Water pump leakage,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
